"","file","word","n","f","tf_idf"
"6834","2","499",1,2,11.6147098441152
"6835","2","4999",1,2,11.6147098441152
"6836","2","49999",1,2,11.6147098441152
"6837","2","500",1,6,20.8191496239549
"6838","2","5000",1,3,15.0117947018973
"6839","2","50000",1,2,11.6147098441152
"6840","2","53",1,2,11.6147098441152
"6841","2","54",1,7,22.1106613466315
"6842","2","58",1,10,25.0989703946232
"6843","2","60",1,14,27.9180162686891
"6844","2","67",1,2,11.6147098441152
"6845","2","700",1,2,11.6147098441152
"6846","2","8x",1,2,11.6147098441152
"6847","2","93",1,6,20.8191496239549
"6848","2","96",1,3,15.0117947018973
"6849","2","99",1,4,17.4220647661728
"6850","2","999",1,2,11.6147098441152
"6851","2","9999",1,2,11.6147098441152
"6852","2","abi",1,5,19.2916154725656
"6853","2","ability",1,23,32.0772847127978
"6854","2","abraham",1,2,11.6147098441152
"6855","2","academia",1,4,17.4220647661728
"6856","2","accept",1,3,15.0117947018973
"6857","2","accountability",1,7,22.1106613466315
"6858","2","accounts",1,3,15.0117947018973
"6859","2","achieved",1,3,15.0117947018973
"6860","2","acknowledging",1,4,17.4220647661728
"6861","2","action",1,21,31.3151011264712
"6862","2","active",1,4,17.4220647661728
"6863","2","activity",1,3,15.0117947018973
"6864","2","ad",1,14,27.9180162686891
"6865","2","administrator",1,3,15.0117947018973
"6866","2","adopt",1,8,23.2294196882304
"6867","2","advantage",1,8,23.2294196882304
"6868","2","advertising",1,3,15.0117947018973
"6869","2","age",1,6,20.8191496239549
"6870","2","agility",1,14,27.9180162686891
"6871","2","alandduncan",1,2,11.6147098441152
"6872","2","already",1,9,24.2162344817371
"6873","2","among",1,4,17.4220647661728
"6874","2","amount",1,10,25.0989703946232
"6875","2","analyst",1,12,26.6265045460125
"6876","2","analysts",1,14,27.9180162686891
"6877","2","analytical",1,12,26.6265045460125
"6878","2","analyze",1,8,23.2294196882304
"6879","2","analyzed",1,2,11.6147098441152
"6880","2","anisasset",1,2,11.6147098441152
"6881","2","appetite",1,4,17.4220647661728
"6882","2","applications",1,22,31.7048570821302
"6883","2","applied",1,11,25.8975021600726
"6884","2","approaches",1,11,25.8975021600726
"6885","2","approve",1,4,17.4220647661728
"6886","2","areas",1,10,25.0989703946232
"6887","2","articulate",1,2,11.6147098441152
"6888","2","assess",1,9,24.2162344817371
"6889","2","assignments",1,2,11.6147098441152
"6890","2","assumptions",1,11,25.8975021600726
"6891","2","audacious",1,2,11.6147098441152
"6892","2","audience",1,51,38.7491421517601
"6893","2","audio",1,9,24.2162344817371
"6894","2","authoring",1,2,11.6147098441152
"6895","2","authority",1,5,19.2916154725656
"6896","2","automate",1,7,22.1106613466315
"6897","2","automatethe",1,2,11.6147098441152
"6898","2","become",1,11,25.8975021600726
"6899","2","behavior",1,9,24.2162344817371
"6900","2","behaviors",1,3,15.0117947018973
"6901","2","benefit",1,10,25.0989703946232
"6902","2","betting",1,2,11.6147098441152
"6903","2","beyond",1,16,29.036774610288
"6904","2","brand",1,3,15.0117947018973
"6905","2","brazil",1,51,38.7491421517601
"6906","2","brené",1,2,11.6147098441152
"6907","2","bringing",1,2,11.6147098441152
"6908","2","broad",1,9,24.2162344817371
"6909","2","broader",1,8,23.2294196882304
"6910","2","broker",1,4,17.4220647661728
"6911","2","brown",1,2,11.6147098441152
"6912","2","businesses",1,5,19.2916154725656
"6913","2","buy",1,7,22.1106613466315
"6914","2","buying",1,9,24.2162344817371
"6915","2","call",1,4,17.4220647661728
"6916","2","campaign",1,5,19.2916154725656
"6917","2","cancel",1,4,17.4220647661728
"6918","2","cancustomer",1,2,11.6147098441152
"6919","2","capability",1,17,29.5447023719203
"6920","2","cases",1,28,33.7253711907467
"6921","2","center",1,14,27.9180162686891
"6922","2","certainly",1,2,11.6147098441152
"6923","2","cgi",1,2,11.6147098441152
"6924","2","challenge",1,8,23.2294196882304
"6925","2","challenges",1,17,29.5447023719203
"6926","2","challenging",1,4,17.4220647661728
"6927","2","champion",1,4,17.4220647661728
"6928","2","charges",1,2,11.6147098441152
"6929","2","choose",1,8,23.2294196882304
"6930","2","cio",1,12,26.6265045460125
"6931","2","cios",1,6,20.8191496239549
"6932","2","clear",1,13,27.2971217329817
"6933","2","close",1,5,19.2916154725656
"6934","2","clougherty",1,4,17.4220647661728
"6935","2","coach",1,4,17.4220647661728
"6936","2","collaborate",1,8,23.2294196882304
"6937","2","collaboration",1,14,27.9180162686891
"6938","2","columnarinmemory",1,2,11.6147098441152
"6939","2","combination",1,6,20.8191496239549
"6940","2","combined",1,6,20.8191496239549
"6941","2","communicate",1,8,23.2294196882304
"6942","2","community",1,6,20.8191496239549
"6943","2","competence",1,2,11.6147098441152
"6944","2","competency",1,6,20.8191496239549
"6945","2","compute",1,12,26.6265045460125
"6946","2","concept",1,6,20.8191496239549
"6947","2","concepts",1,6,20.8191496239549
"6948","2","conditions",1,6,20.8191496239549
"6949","2","confuscius",1,2,11.6147098441152
"6950","2","confusion",1,4,17.4220647661728
"6951","2","connectedness",1,2,11.6147098441152
"6952","2","consumers",1,10,25.0989703946232
"6953","2","contain",1,51,38.7491421517601
"6954","2","continuous",1,12,26.6265045460125
"6955","2","control",1,19,30.4765776757981
"6956","2","controls",1,4,17.4220647661728
"6957","2","copied",1,51,38.7491421517601
"6958","2","costly",1,4,17.4220647661728
"6959","2","costs",1,13,27.2971217329817
"6960","2","courtesy",1,2,11.6147098441152
"6961","2","create",1,27,33.4206742615768
"6962","2","created",1,5,19.2916154725656
"6963","2","criteria",1,9,24.2162344817371
"6964","2","critical",1,18,30.0235894037947
"6965","2","crossfunction",1,2,11.6147098441152
"6966","2","crossindustry",1,2,11.6147098441152
"6967","2","cultivating",1,2,11.6147098441152
"6968","2","cultural",1,4,17.4220647661728
"6969","2","curate",1,3,15.0117947018973
"6970","2","cut",1,3,15.0117947018973
"6971","2","dark",1,3,15.0117947018973
"6972","2","dashboards",1,15,28.4960552524053
"6973","2","database",1,15,28.4960552524053
"6974","2","dataoriented",1,2,11.6147098441152
"6975","2","decisionmaking",1,3,15.0117947018973
"6976","2","deductive",1,2,11.6147098441152
"6977","2","deficiency",1,4,17.4220647661728
"6978","2","defining",1,7,22.1106613466315
"6979","2","deliberate",1,4,17.4220647661728
"6980","2","deliver",1,12,26.6265045460125
"6981","2","demonstrating",1,3,15.0117947018973
"6982","2","derive",1,4,17.4220647661728
"6983","2","descriptive",1,4,17.4220647661728
"6984","2","despite",1,2,11.6147098441152
"6985","2","detailed",1,6,20.8191496239549
"6986","2","detected",1,2,11.6147098441152
"6987","2","detectives",1,2,11.6147098441152
"6988","2","determine",1,10,25.0989703946232
"6989","2","developed",1,3,15.0117947018973
"6990","2","developer",1,7,22.1106613466315
"6991","2","development",1,26,33.1044766550393
"6992","2","diagnosis",1,5,19.2916154725656
"6993","2","digital",1,33,35.1019419399124
"6994","2","discontinuities",1,2,11.6147098441152
"6995","2","discover",1,3,15.0117947018973
"6996","2","discovery",1,24,32.4338594680701
"6997","2","disease",1,4,17.4220647661728
"6998","2","displayed",1,51,38.7491421517601
"6999","2","distributed",1,51,38.7491421517601
"7000","2","diversification",1,2,11.6147098441152
"7001","2","domain",1,13,27.2971217329817
"7002","2","dont",1,28,33.7253711907467
"7003","2","dosages",1,2,11.6147098441152
"7004","2","driven",1,6,20.8191496239549
"7005","2","driver",1,5,19.2916154725656
"7006","2","driving",1,11,25.8975021600726
"7007","2","drones",1,4,17.4220647661728
"7008","2","dw",1,12,26.6265045460125
"7009","2","e",1,11,25.8975021600726
"7010","2","easy",1,7,22.1106613466315
"7011","2","ecosystemoriented",1,2,11.6147098441152
"7012","2","ecosystems",1,9,24.2162344817371
"7013","2","educating",1,2,11.6147098441152
"7014","2","effective",1,15,28.4960552524053
"7015","2","efficiencies",1,4,17.4220647661728
"7016","2","efficiencyoriented",1,2,11.6147098441152
"7017","2","electrical",1,2,11.6147098441152
"7018","2","eliminated",1,2,11.6147098441152
"7019","2","employment",1,4,17.4220647661728
"7020","2","enable",1,14,27.9180162686891
"7021","2","enablement",1,7,22.1106613466315
"7022","2","engine",1,3,15.0117947018973
"7023","2","equipped",1,2,11.6147098441152
"7024","2","establish",1,12,26.6265045460125
"7025","2","estimate",1,3,15.0117947018973
"7026","2","estimated",1,2,11.6147098441152
"7027","2","etc",1,16,29.036774610288
"7028","2","everything",1,15,28.4960552524053
"7029","2","evolutionary",1,3,15.0117947018973
"7030","2","exalytics",1,2,11.6147098441152
"7031","2","excellence",1,9,24.2162344817371
"7032","2","excellent",1,4,17.4220647661728
"7033","2","execute",1,17,29.5447023719203
"7034","2","experience",1,22,31.7048570821302
"7035","2","exploit",1,3,15.0117947018973
"7036","2","explore",1,12,26.6265045460125
"7037","2","express",1,51,38.7491421517601
"7038","2","external",1,24,32.4338594680701
"7039","2","externally",1,6,20.8191496239549
"7040","2","extreme",1,4,17.4220647661728
"7041","2","facilitate",1,5,19.2916154725656
"7042","2","facilities",1,4,17.4220647661728
"7043","2","farming",1,2,11.6147098441152
"7044","2","faster",1,8,23.2294196882304
"7045","2","feeds",1,4,17.4220647661728
"7046","2","fertilizer",1,2,11.6147098441152
"7047","2","field",1,4,17.4220647661728
"7048","2","files",1,12,26.6265045460125
"7049","2","final",1,2,11.6147098441152
"7050","2","financial",1,13,27.2971217329817
"7051","2","five",1,13,27.2971217329817
"7052","2","fleet",1,2,11.6147098441152
"7053","2","flood",1,2,11.6147098441152
"7054","2","following",1,6,20.8191496239549
"7055","2","form",1,8,23.2294196882304
"7056","2","forum",1,2,11.6147098441152
"7057","2","foster",1,3,15.0117947018973
"7058","2","full",1,13,27.2971217329817
"7059","2","fund",1,6,20.8191496239549
"7060","2","funding",1,7,22.1106613466315
"7061","2","g00329809",1,2,11.6147098441152
"7062","2","g00331627",1,2,11.6147098441152
"7063","2","g00331629",1,3,15.0117947018973
"7064","2","g00331631",1,2,11.6147098441152
"7065","2","g00331632",1,2,11.6147098441152
"7066","2","g00337711",1,2,11.6147098441152
"7067","2","g00337712",1,2,11.6147098441152
"7068","2","g00343858",1,3,15.0117947018973
"7069","2","geospatial",1,10,25.0989703946232
"7070","2","germanys",1,2,11.6147098441152
"7071","2","go",1,4,17.4220647661728
"7072","2","goes",1,4,17.4220647661728
"7073","2","good",1,19,30.4765776757981
"7074","2","groucho",1,2,11.6147098441152
"7075","2","hammer",1,2,11.6147098441152
"7076","2","happiness",1,2,11.6147098441152
"7077","2","heat",1,2,11.6147098441152
"7078","2","hedge",1,2,11.6147098441152
"7079","2","help",1,9,24.2162344817371
"7080","2","helps",1,4,17.4220647661728
"7081","2","highcapacity",1,2,11.6147098441152
"7082","2","historical",1,7,22.1106613466315
"7083","2","history",1,6,20.8191496239549
"7084","2","hoc",1,12,26.6265045460125
"7085","2","hold",1,3,15.0117947018973
"7086","2","hypothesis",1,2,11.6147098441152
"7087","2","ibm",1,17,29.5447023719203
"7088","2","ideal",1,4,17.4220647661728
"7089","2","identified",1,3,15.0117947018973
"7090","2","image",1,12,26.6265045460125
"7091","2","immonet",1,2,11.6147098441152
"7092","2","impacts",1,7,22.1106613466315
"7093","2","implementation",1,18,30.0235894037947
"7094","2","important",1,20,30.9063253166808
"7095","2","improving",1,6,20.8191496239549
"7096","2","incidents",1,3,15.0117947018973
"7097","2","including",1,51,38.7491421517601
"7098","2","increase",1,9,24.2162344817371
"7099","2","indexes",1,2,11.6147098441152
"7100","2","indicate",1,3,15.0117947018973
"7101","2","indicators",1,6,20.8191496239549
"7102","2","individual",1,10,25.0989703946232
"7103","2","inductive",1,2,11.6147098441152
"7104","2","industry",1,20,30.9063253166808
"7105","2","inefficiencies",1,2,11.6147098441152
"7106","2","infrared",1,2,11.6147098441152
"7107","2","initiate",1,4,17.4220647661728
"7108","2","initiative",1,14,27.9180162686891
"7109","2","initiatives",1,27,33.4206742615768
"7110","2","inmemory",1,7,22.1106613466315
"7111","2","innovators",1,2,11.6147098441152
"7112","2","insights",1,12,26.6265045460125
"7113","2","instore",1,2,11.6147098441152
"7114","2","inventors",1,2,11.6147098441152
"7115","2","inventory",1,9,24.2162344817371
"7116","2","investment",1,12,26.6265045460125
"7117","2","ipads",1,2,11.6147098441152
"7118","2","irrigation",1,2,11.6147098441152
"7119","2","items",1,6,20.8191496239549
"7120","2","itot",1,3,15.0117947018973
"7121","2","jones",1,5,19.2916154725656
"7122","2","just",1,16,29.036774610288
"7123","2","justification",1,3,15.0117947018973
"7124","2","kilometer",1,2,11.6147098441152
"7125","2","kilometers",1,2,11.6147098441152
"7126","2","l",1,10,25.0989703946232
"7127","2","laboratory",1,8,23.2294196882304
"7128","2","large",1,11,25.8975021600726
"7129","2","leaders",1,22,31.7048570821302
"7130","2","leading",1,12,26.6265045460125
"7131","2","learning",1,32,34.8441295323456
"7132","2","legally",1,51,38.7491421517601
"7133","2","lets",1,2,11.6147098441152
"7134","2","leverage",1,23,32.0772847127978
"7135","2","levers",1,5,19.2916154725656
"7136","2","light",1,4,17.4220647661728
"7137","2","likely",1,9,24.2162344817371
"7138","2","limited",1,14,27.9180162686891
"7139","2","linknetworkgraph",1,2,11.6147098441152
"7140","2","links",1,4,17.4220647661728
"7141","2","lob",1,6,20.8191496239549
"7142","2","local",1,21,31.3151011264712
"7143","2","log",1,8,23.2294196882304
"7144","2","loop",1,3,15.0117947018973
"7145","2","lossmaking",1,2,11.6147098441152
"7146","2","lydia",1,4,17.4220647661728
"7147","2","maintenance",1,7,22.1106613466315
"7148","2","management",1,46,37.8846396348554
"7149","2","mapped",1,4,17.4220647661728
"7150","2","maps",1,2,11.6147098441152
"7151","2","marts",1,9,24.2162344817371
"7152","2","marx",1,2,11.6147098441152
"7153","2","maslow",1,2,11.6147098441152
"7154","2","massive",1,2,11.6147098441152
"7155","2","materials",1,51,38.7491421517601
"7156","2","maybe",1,3,15.0117947018973
"7157","2","mc2",1,3,15.0117947018973
"7158","2","meaning",1,4,17.4220647661728
"7159","2","measurable",1,5,19.2916154725656
"7160","2","media",1,9,24.2162344817371
"7161","2","midsized",1,2,11.6147098441152
"7162","2","miles",1,2,11.6147098441152
"7163","2","mindset",1,3,15.0117947018973
"7164","2","mining",1,5,19.2916154725656
"7165","2","miningpredictive",1,2,11.6147098441152
"7166","2","misery",1,2,11.6147098441152
"7167","2","models",1,30,34.3034101744629
"7168","2","moisture",1,2,11.6147098441152
"7169","2","moments",1,10,25.0989703946232
"7170","2","momentum",1,2,11.6147098441152
"7171","2","monetize",1,6,20.8191496239549
"7172","2","money",1,5,19.2916154725656
"7173","2","mse",1,2,11.6147098441152
"7174","2","nail",1,2,11.6147098441152
"7175","2","narrative",1,5,19.2916154725656
"7176","2","necessary",1,6,20.8191496239549
"7177","2","needed",1,15,28.4960552524053
"7178","2","never",1,5,19.2916154725656
"7179","2","nondirected",1,2,11.6147098441152
"7180","2","none",1,8,23.2294196882304
"7181","2","nosql",1,8,23.2294196882304
"7182","2","obvious",1,2,11.6147098441152
"7183","2","oestreich",1,9,24.2162344817371
"7184","2","offer",1,11,25.8975021600726
"7185","2","open",1,28,33.7253711907467
"7186","2","optimize",1,10,25.0989703946232
"7187","2","optimized",1,12,26.6265045460125
"7188","2","optimizes",1,4,17.4220647661728
"7189","2","oracle",1,13,27.2971217329817
"7190","2","orchestrate",1,2,11.6147098441152
"7191","2","order",1,13,27.2971217329817
"7192","2","organizations",1,30,34.3034101744629
"7193","2","otherwise",1,51,38.7491421517601
"7194","2","owned",1,51,38.7491421517601
"7195","2","pace",1,3,15.0117947018973
"7196","2","participate",1,4,17.4220647661728
"7197","2","party",1,4,17.4220647661728
"7198","2","patchy",1,2,11.6147098441152
"7199","2","paulo",1,51,38.7491421517601
"7200","2","payment",1,7,22.1106613466315
"7201","2","peers",1,4,17.4220647661728
"7202","2","peoples",1,3,15.0117947018973
"7203","2","perception",1,4,17.4220647661728
"7204","2","permission",1,51,38.7491421517601
"7205","2","pervasive",1,7,22.1106613466315
"7206","2","physical",1,15,28.4960552524053
"7207","2","pilot",1,5,19.2916154725656
"7208","2","pipe",1,2,11.6147098441152
"7209","2","pipes",1,2,11.6147098441152
"7210","2","place",1,9,24.2162344817371
"7211","2","placement",1,7,22.1106613466315
"7212","2","plan",1,21,31.3151011264712
"7213","2","position",1,3,15.0117947018973
"7214","2","potential",1,10,25.0989703946232
"7215","2","practical",1,3,15.0117947018973
"7216","2","practices",1,23,32.0772847127978
"7217","2","precise",1,3,15.0117947018973
"7218","2","predict",1,4,17.4220647661728
"7219","2","pressure",1,4,17.4220647661728
"7220","2","prism",1,2,11.6147098441152
"7221","2","private",1,5,19.2916154725656
"7222","2","problem",1,13,27.2971217329817
"7223","2","problems",1,10,25.0989703946232
"7224","2","produced",1,5,19.2916154725656
"7225","2","producers",1,5,19.2916154725656
"7226","2","production",1,11,25.8975021600726
"7227","2","productivity",1,18,30.0235894037947
"7228","2","profiles",1,6,20.8191496239549
"7229","2","programs",1,10,25.0989703946232
"7230","2","projects",1,13,27.2971217329817
"7231","2","promote",1,7,22.1106613466315
"7232","2","proof",1,5,19.2916154725656
"7233","2","properties",1,2,11.6147098441152
"7234","2","property",1,4,17.4220647661728
"7235","2","protected",1,51,38.7491421517601
"7236","2","publicly",1,51,38.7491421517601
"7237","2","q3",1,6,20.8191496239549
"7238","2","quality",1,23,32.0772847127978
"7239","2","questions",1,21,31.3151011264712
"7240","2","quo",1,3,15.0117947018973
"7241","2","radius",1,2,11.6147098441152
"7242","2","range",1,10,25.0989703946232
"7243","2","rate",1,10,25.0989703946232
"7244","2","reached",1,2,11.6147098441152
"7245","2","readings",1,4,17.4220647661728
"7246","2","realtime",1,19,30.4765776757981
"7247","2","recipients",1,51,38.7491421517601
"7248","2","recruiting",1,2,11.6147098441152
"7249","2","reduced",1,6,20.8191496239549
"7250","2","regular",1,2,11.6147098441152
"7251","2","relative",1,2,11.6147098441152
"7252","2","relevant",1,13,27.2971217329817
"7253","2","reliability",1,4,17.4220647661728
"7254","2","rely",1,4,17.4220647661728
"7255","2","remediating",1,2,11.6147098441152
"7256","2","remedy",1,3,15.0117947018973
"7257","2","repaired",1,2,11.6147098441152
"7258","2","report",1,16,29.036774610288
"7259","2","requests",1,5,19.2916154725656
"7260","2","require",1,10,25.0989703946232
"7261","2","resources",1,15,28.4960552524053
"7262","2","retail",1,5,19.2916154725656
"7263","2","retention",1,8,23.2294196882304
"7264","2","revenue",1,12,26.6265045460125
"7265","2","right",1,30,34.3034101744629
"7266","2","rita",1,10,25.0989703946232
"7267","2","rollovers",1,2,11.6147098441152
"7268","2","run",1,9,24.2162344817371
"7269","2","safety",1,4,17.4220647661728
"7270","2","sales",1,21,31.3151011264712
"7271","2","sallam",1,10,25.0989703946232
"7272","2","são",1,56,39.5327261128043
"7273","2","satisfaction",1,2,11.6147098441152
"7274","2","savings",1,5,19.2916154725656
"7275","2","scenarios",1,8,23.2294196882304
"7276","2","scheduling",1,3,15.0117947018973
"7277","2","scientist",1,8,23.2294196882304
"7278","2","search",1,8,23.2294196882304
"7279","2","searchbased",1,3,15.0117947018973
"7280","2","searched",1,2,11.6147098441152
"7281","2","security",1,16,29.036774610288
"7282","2","see",1,11,25.8975021600726
"7283","2","semantic",1,17,29.5447023719203
"7284","2","send",1,3,15.0117947018973
"7285","2","sensor",1,9,24.2162344817371
"7286","2","sensorloaded",1,2,11.6147098441152
"7287","2","sentiment",1,5,19.2916154725656
"7288","2","severe",1,2,11.6147098441152
"7289","2","sex",1,3,15.0117947018973
"7290","2","shalt",1,2,11.6147098441152
"7291","2","share",1,22,31.7048570821302
"7292","2","shared",1,16,29.036774610288
"7293","2","shedding",1,2,11.6147098441152
"7294","2","shift",1,15,28.4960552524053
"7295","2","shopper",1,2,11.6147098441152
"7296","2","shopping",1,2,11.6147098441152
"7297","2","simplify",1,4,17.4220647661728
"7298","2","simulationoptimization",1,2,11.6147098441152
"7299","2","skylabs",1,2,11.6147098441152
"7300","2","sleep",1,2,11.6147098441152
"7301","2","small",1,13,27.2971217329817
"7302","2","softer",1,2,11.6147098441152
"7303","2","software",1,26,33.1044766550393
"7304","2","soil",1,2,11.6147098441152
"7305","2","sole",1,51,38.7491421517601
"7306","2","solely",1,4,17.4220647661728
"7307","2","solution",1,23,32.0772847127978
"7308","2","solving",1,3,15.0117947018973
"7309","2","sophisticated",1,3,15.0117947018973
"7310","2","soul",1,2,11.6147098441152
"7311","2","space",1,5,19.2916154725656
"7312","2","specific",1,16,29.036774610288
"7313","2","speech",1,8,23.2294196882304
"7314","2","spss",1,3,15.0117947018973
"7315","2","stakeholder",1,5,19.2916154725656
"7316","2","status",1,5,19.2916154725656
"7317","2","stories",1,5,19.2916154725656
"7318","2","streaming",1,8,23.2294196882304
"7319","2","student",1,3,15.0117947018973
"7320","2","studying",1,2,11.6147098441152
"7321","2","successfully",1,3,15.0117947018973
"7322","2","successmodels",1,2,11.6147098441152
"7323","2","supplier",1,7,22.1106613466315
"7324","2","supporting",1,51,38.7491421517601
"7325","2","surpass",1,5,19.2916154725656
"7326","2","survive",1,3,15.0117947018973
"7327","2","swat",1,2,11.6147098441152
"7328","2","systems",1,32,34.8441295323456
"7329","2","tackle",1,2,11.6147098441152
"7330","2","tactical",1,10,25.0989703946232
"7331","2","taskoutputoriented",1,2,11.6147098441152
"7332","2","techniques",1,5,19.2916154725656
"7333","2","telematics",1,2,11.6147098441152
"7334","2","temperature",1,2,11.6147098441152
"7335","2","tempting",1,2,11.6147098441152
"7336","2","tested",1,3,15.0117947018973
"7337","2","thatdescriptive",1,2,11.6147098441152
"7338","2","theirsteps",1,2,11.6147098441152
"7339","2","third",1,7,22.1106613466315
"7340","2","thomas",1,9,24.2162344817371
"7341","2","thou",1,2,11.6147098441152
"7342","2","thoughts",1,3,15.0117947018973
"7343","2","thrive",1,3,15.0117947018973
"7344","2","tiered",1,2,11.6147098441152
"7345","2","time",1,37,36.0604995661724
"7346","2","times",1,8,23.2294196882304
"7347","2","traffic",1,8,23.2294196882304
"7348","2","training",1,18,30.0235894037947
"7349","2","transformative",1,4,17.4220647661728
"7350","2","treating",1,2,11.6147098441152
"7351","2","tremendous",1,2,11.6147098441152
"7352","2","trying",1,8,23.2294196882304
"7353","2","turnover",1,3,15.0117947018973
"7354","2","types",1,19,30.4765776757981
"7355","2","unclear",1,3,15.0117947018973
"7356","2","understand",1,12,26.6265045460125
"7357","2","understanding",1,33,35.1019419399124
"7358","2","unknown",1,15,28.4960552524053
"7359","2","usage",1,11,25.8975021600726
"7360","2","used",1,17,29.5447023719203
"7361","2","user",1,18,30.0235894037947
"7362","2","users",1,25,32.7758760230735
"7363","2","validation",1,9,24.2162344817371
"7364","2","vary",1,4,17.4220647661728
"7365","2","vendors",1,25,32.7758760230735
"7366","2","versatile",1,2,11.6147098441152
"7367","2","versus",1,9,24.2162344817371
"7368","2","via",1,13,27.2971217329817
"7369","2","visualization",1,6,20.8191496239549
"7370","2","visualizations",1,3,15.0117947018973
"7371","2","vital",1,2,11.6147098441152
"7372","2","w",1,15,28.4960552524053
"7373","2","wait",1,3,15.0117947018973
"7374","2","ways",1,7,22.1106613466315
"7375","2","weather",1,6,20.8191496239549
"7376","2","weknow",1,2,11.6147098441152
"7377","2","wethe",1,2,11.6147098441152
"7378","2","wish",1,2,11.6147098441152
"7379","2","within",1,15,28.4960552524053
"7380","2","without",1,51,38.7491421517601
"7381","2","words",1,4,17.4220647661728
"7382","2","work",1,25,32.7758760230735
"7383","2","writer",1,2,11.6147098441152
"7384","2","written",1,51,38.7491421517601
"7385","2","yields",1,2,11.6147098441152
"7386","2","youre",1,3,15.0117947018973
"7387","20","gartner",45,56,2.14773290628718
"7388","20","2018",39,56,3.55311730317818
"7389","20","affiliates",38,56,3.80822092356257
"7390","20","inc",38,56,3.80822092356257
"7391","20","andor",37,56,4.0701281030605
"7392","20","data",37,51,3.98945349711875
"7393","20","reserved",36,56,4.33921170756729
"7394","20","rights",36,56,4.33921170756729
"7395","20","good",21,19,7.42601422501985
"7396","20","social",13,24,11.767042406073
"7397","20","vendors",11,25,13.251341469125
"7398","20","3",10,56,16.9191825453514
"7399","20","source",9,36,16.2727448067563
"7400","20","1",8,55,19.0376835700066
"7401","20","2",8,55,19.0376835700066
"7402","20","can",8,39,17.6453548562347
"7403","20","individuals",7,4,9
"7404","20","organizations",7,30,17.7206717868256
"7405","20","missteps",6,1,3.22239242133645
"7406","20","analytics",5,51,23.256250289198
"7407","20","avoid",5,12,15.9805513015831
"7408","20","cindi",5,11,15.5430225975296
"7409","20","ethics",5,10,15.0637641270212
"7410","20","howson",5,11,15.5430225975296
"7411","20","impact",5,27,20.0582392873873
"7412","20","initiatives",5,27,20.0582392873873
"7413","20","resources",5,15,17.1026081199233
"7414","20","business",4,48,25.0712893886854
"7415","20","companies",4,8,15.2294196882304
"7416","20","digital",4,33,23.0131537011954
"7417","20","foundations",4,2,7.61470984411521
"7418","20","issues",4,37,23.6415928349145
"7419","20","key",4,47,24.9556461264988
"7420","20","leverage",4,23,21.0301608006838
"7421","20","matter",4,5,12.6477592827908
"7422","20","participate",4,4,11.4220647661728
"7423","20","programs",4,10,16.4551142048484
"7424","20","right",4,30,22.4896289832459
"7425","20","society",4,3,9.84186970045503
"7426","20","technology",4,43,24.4670707442603
"7427","20","university",4,2,7.61470984411521
"7428","20","whos",4,2,7.61470984411521
"7429","20","4",3,51,28.1735981958737
"7430","20","5",3,50,28.052968024154
"7431","20","bi",3,28,24.5209314109069
"7432","20","center",3,14,20.2985389895705
"7433","20","foundation",3,7,16.076146568234
"7434","20","government",3,6,15.1371184938204
"7435","20","may",3,51,28.1735981958737
"7436","20","open",3,28,24.5209314109069
"7437","20","photo",3,2,8.4447848426729
"7438","20","presentation",3,51,28.1735981958737
"7439","20","research",3,48,27.8042957578297
"7440","20","sas",3,10,18.2488764334135
"7441","20","tableau",3,5,14.026484012077
"7442","20","world",3,9,17.6070597236314
"7443","20","111",2,4,14.4220647661728
"7444","20","13",2,47,31.5102349781764
"7445","20","2012",2,2,9.61470984411521
"7446","20","2014",2,5,15.9696873776782
"7447","20","2015",2,8,19.2294196882304
"7448","20","22",2,51,32.0767168097886
"7449","20","23",2,51,32.0767168097886
"7450","20","35",2,22,26.2454254634929
"7451","20","7",2,51,32.0767168097886
"7452","20","74",2,2,9.61470984411521
"7453","20","annual",2,7,18.3033064245739
"7454","20","big",2,22,26.2454254634929
"7455","20","brand",2,3,12.4268322011762
"7456","20","city",2,1,4.8073549220576
"7457","20","communities",2,1,4.8073549220576
"7458","20","community",2,6,17.2341871232338
"7459","20","confidential",2,51,32.0767168097886
"7460","20","conversation",2,1,4.8073549220576
"7461","20","core",2,15,23.5891646567968
"7462","20","culture",2,11,21.4380705414353
"7463","20","employers",2,1,4.8073549220576
"7464","20","evaluate",2,15,23.5891646567968
"7465","20","expertise",2,5,15.9696873776782
"7466","20","forprofit",2,1,4.8073549220576
"7467","20","free",2,7,18.3033064245739
"7468","20","funding",2,7,18.3033064245739
"7469","20","getting",2,7,18.3033064245739
"7470","20","gives",2,2,9.61470984411521
"7471","20","grants",2,1,4.8073549220576
"7472","20","growth",2,8,19.2294196882304
"7473","20","health",2,5,15.9696873776782
"7474","20","homelessness",2,1,4.8073549220576
"7475","20","httpsblogssascomcontentsascom20171103analyticshelpspuertoricocommunicationsdisaster",2,1,4.8073549220576
"7476","20","improve",2,12,22.0415420452914
"7477","20","individual",2,10,20.7770422997358
"7478","20","information",2,51,32.0767168097886
"7479","20","initiative",2,14,23.1106613466315
"7480","20","innovation",2,34,29.2645944527276
"7481","20","intended",2,51,32.0767168097886
"7482","20","internal",2,19,25.2286501623545
"7483","20","justice",2,2,9.61470984411521
"7484","20","lab",2,13,22.5966820148406
